,Dialogue Index,Utterance Index,Speaker Index,Utterance,Emotions,Sentiments,Dialogue Acts
10965,455,19,2,Their phone number is 01223304050 .,-1,-1,dict_keys(['Hotel-Inform'])
10966,455,20,1,WHat restaurants can I find in the centre,0,0,dict_keys([])
10967,455,21,2,It is at Regent Street City Centre. I recommend pizza hut city centre. They are in the cheap price range .,-1,-1,dict_keys(['Restaurant-Recommend'])
10968,455,22,1,What's the address,0,0,dict_keys([])
10969,455,23,2,What day would you like to book ?,-1,-1,dict_keys(['Booking-Request'])
10970,455,24,1,Address,2,1,dict_keys([])
10971,455,25,2,"They are located at sleeperz hotel, station road. Their postcode is cb12tz. You are more than welcome !.",-1,-1,"dict_keys(['general-greet', 'Hotel-Inform'])"
10972,455,26,1,Restaurant address,2,1,dict_keys([])
10973,455,27,2,,-1,-1,dict_keys([])
10974,455,28,1,I need to book a taxi from the hotel to the restaurant,0,0,dict_keys([])
10975,455,29,2,What day would you like that reservation ?,-1,-1,dict_keys(['Booking-Request'])
10976,455,30,1,I need to book a taxi from the restaurant to the hotel,0,0,dict_keys([])
10977,455,31,2,Is there anything else I can help you with today ?,-1,-1,dict_keys(['general-reqmore'])
10978,456,0,1,I'm  You are looking for a place to stay. The hotel should be in the type of guesthouse. The hotel should be in the cheap price range. The hotel should be in the north. The hotel should have a star of 4.,0,0,dict_keys([])
10979,456,1,2,I have 8 different options for you !. Its listed as moderate . It is a guesthouse .,-1,-1,dict_keys(['Hotel-Inform'])
10980,456,2,1,"Okay , if the hotel includes free wifi.",0,0,dict_keys([])
10981,456,3,2,"I ' m sorry , there are no none hotels . Would you like to try searching for something else ?",-1,-1,dict_keys(['Hotel-NoOffer'])
10982,456,4,1,if the hotel includes free wifi.,2,1,dict_keys([])
10983,456,5,2,"Shall I try to start and book you into one ? Yes , I would suggest acorn guest house.",-1,-1,"dict_keys(['Booking-Inform', 'Hotel-Recommend'])"
10984,456,6,1,"Yes, byt i'm also looking for a train. The train should depart from birmingham new street. The train should arrive by 10:45. The train should go to ely. The train should leave on tuesday.",0,0,dict_keys([])
10985,456,7,2,There are 404 .,-1,-1,dict_keys(['Train-Inform'])
10986,456,8,1,also looking for a train. The train should depart from birmingham new street. The train should arrive by 10:45. The train should go to ely. The train should leave on tuesday.,2,1,dict_keys([])
10987,456,9,2,"It should arrive by 05:51. The train stop is london kings cross . TR9536 would be your perfect fit . It leaves at 05:00. Great , I have a train that meets your criteria . Would you like me to book it for you ?",-1,-1,"dict_keys(['Train-OfferBook', 'Train-Inform'])"
10988,456,10,1,"okay  , thanks for shared the travel time ",6,2,dict_keys([])
10989,456,11,2,"It arrives at 05:51 . I will book that for you now . Ok , thank you . Have a good day .",-1,-1,"dict_keys(['Train-OfferBook', 'general-greet', 'Train-Inform'])"
10990,456,12,1,thank you ,6,2,dict_keys([])
10991,456,13,2,Did you need any further assistance today ?,-1,-1,dict_keys(['general-reqmore'])
10992,457,0,1,I am looking for a hospital,0,0,dict_keys([])
10993,457,1,2,The phone is 01223358966 .,-1,-1,dict_keys(['Police-Inform'])
10994,457,2,1,Does this hospital has the antenatal department?,0,0,dict_keys([])
10995,457,3,2,The phone is 01223216297 .,-1,-1,dict_keys(['Hospital-Inform'])
10996,457,4,1,I am looking for a hospital with an antenatal department,2,1,dict_keys([])
10997,457,5,2,The department is neurosciences critical care unit . The phone is 01223216297 .,-1,-1,dict_keys(['Hospital-Inform'])
10998,457,6,1,This is not what I am looking for,2,1,dict_keys([])
10999,457,7,2,Thank you for using our system !.,-1,-1,dict_keys(['general-bye'])
11000,457,8,1,Please I am looking for a hospital with an antenatal department,2,1,dict_keys([])
11001,457,9,2,The address is none . The department is neurosciences critical care unit .,-1,-1,dict_keys(['Hospital-Inform'])
11002,457,10,1,Do you know any hospital with an antenatal deparment?,2,1,dict_keys([])
11003,457,11,2,The phone is 01223216297 .,-1,-1,dict_keys(['Hospital-Inform'])
11004,457,12,1,"No, this is annoying",2,1,dict_keys([])
11005,457,13,2,The phone is 01223216297 .,-1,-1,dict_keys(['Hospital-Inform'])
11006,457,14,1,Stop sending me the phone number,2,1,dict_keys([])
11007,457,15,2,The phone is 01223358966 .,-1,-1,dict_keys(['Police-Inform'])
11008,457,16,1,System stop,2,1,dict_keys([])
11009,457,17,2,The phone is 01223358966 .,-1,-1,dict_keys(['Police-Inform'])
11010,457,18,1,Hospital with an antenatal department please,2,1,dict_keys([])
11011,457,19,2,The department is neurosciences critical care unit . The phone is 01223216297 .,-1,-1,dict_keys(['Hospital-Inform'])
11012,457,20,1,address for a hospital with an antenatal department?,2,1,dict_keys([])
11013,457,21,2,The phone is 01223216297 .,-1,-1,dict_keys(['Hospital-Inform'])
11014,458,0,1,Hello I am looking for sports in the area,0,0,dict_keys([])
11015,458,1,2,The phone is 01223358966 .,-1,-1,dict_keys(['Police-Inform'])
11016,458,2,1,the attraction should be in the west,0,0,dict_keys([])
11017,458,3,2,I 'd recommend cafe jello gallery . Would you like some information on it ? Is there anything else I can help you with ?,-1,-1,"dict_keys(['general-reqmore', 'Attraction-Recommend'])"
11018,458,4,1,yes I am looking for sports,2,1,dict_keys([])
11019,458,5,2,The phone is 01223358966 .,-1,-1,dict_keys(['Police-Inform'])
11020,458,6,1,what is this phone number for,2,1,dict_keys([])
11021,458,7,2,The phone is 01223358966 .,-1,-1,dict_keys(['Police-Inform'])
11022,458,8,1,Sports,2,1,dict_keys([])
11023,458,9,2,The phone is 01223358966 .,-1,-1,dict_keys(['Police-Inform'])
11024,458,10,1,west,2,1,dict_keys([])
11025,458,11,2,It is in the west area . Excellent . tandoori palace is just your thing . Did you need any further assistance today ?,-1,-1,"dict_keys(['general-reqmore', 'Restaurant-Recommend'])"
11026,458,12,1,what can I do in the west,2,1,dict_keys([])
11027,458,13,2,That is in the west . There are 13 . Would you like me to recommend one for you ? It is listed as a museum attraction . Did you need any further assistance today ?,-1,-1,"dict_keys(['general-reqmore', 'Attraction-Inform'])"
11028,458,14,1,recommend me entertainment,2,1,dict_keys([])
11029,458,15,2,It is in the west of the city. We have 1 such location . Absolutely . There are some wonderful entertainment in that area . Did you need any further assistance today ?,-1,-1,"dict_keys(['general-reqmore', 'Attraction-Inform'])"
11030,458,16,1,give me the address and phone number,0,0,dict_keys([])
11031,458,17,2,"Unit 8, viking way, bar hill is the address. The entry fee is ? . The phone number is 01954781018 . Is there anything else I can help you with ?",-1,-1,"dict_keys(['general-reqmore', 'Attraction-Inform'])"
11032,458,18,1,I am looking for a place to stay with 2 stars,0,0,dict_keys([])
11033,458,19,2,Would you like for me to try and make a reservation ? It is located at 74 chesterton road. It is moderate . It is a hotel .,-1,-1,"dict_keys(['Booking-Inform', 'Hotel-Inform'])"
11034,458,20,1,is it a guesthouse,0,0,dict_keys([])
11035,458,21,2,What day would you like to book ? Their phone number is none .,-1,-1,"dict_keys(['Booking-Request', 'Hotel-Inform'])"
11036,458,22,1,or a hotel,0,0,dict_keys([])
11037,458,23,2,Would you like for me to try and make a reservation ?,-1,-1,dict_keys(['Booking-Inform'])
11038,458,24,1,yes,0,0,dict_keys([])
11039,458,25,2,,-1,-1,dict_keys([])
11040,458,26,1,please make a reservation,2,1,dict_keys([])
11041,458,27,2,Do you want the reservations to begin on none ?,-1,-1,dict_keys(['Booking-Inform'])
11042,458,28,1,yes,0,0,dict_keys([])
11043,458,29,2,I have 3 different options for you !. It is a hotel .,-1,-1,dict_keys(['Hotel-Inform'])
11044,458,30,1,thank you,2,1,dict_keys([])
11045,458,31,2,Thank you for using our system !. Is there anything else I can help you with today ?,-1,-1,"dict_keys(['general-bye', 'general-reqmore'])"
11046,459,0,1,i'm looking for an international food local restaurant in the west,0,0,dict_keys([])
11047,459,1,2,I did not find any restaurants in none . I do not have anything in that price range for none . Another criteria perhaps ? Do you have a preference in food type ?,-1,-1,"dict_keys(['Restaurant-Request', 'Restaurant-NoOffer'])"
11048,459,2,1,international,2,1,dict_keys([])
11049,459,3,2,Would you like none food ? The none is a nice place would you like to try that one ? You are welcome . Is there anything else I can help you with today ?,-1,-1,"dict_keys(['general-reqmore', 'Restaurant-Recommend'])"
11050,459,4,1,i'm looking for a thai food local restaurant in the west,2,1,dict_keys([])
11051,459,5,2,"Okay , how about sala thong ? The postcode is cb39ey .",-1,-1,dict_keys(['Restaurant-Inform'])
11052,459,6,1,what is the address of sala thong?,0,0,dict_keys([])
11053,459,7,2,The address is 35 Newnham Road Newnham . How about sala thong ?,-1,-1,dict_keys(['Restaurant-Inform'])
11054,459,8,1,i want to book for 5 people on monday,0,0,dict_keys([])
11055,459,9,2,"Ok , what day would you like to make the reservation on ? It is 01223323178 .",-1,-1,"dict_keys(['Booking-Request', 'Restaurant-Inform'])"
11056,459,10,1,18:15 on monday,2,1,dict_keys([])
11057,459,11,2,What day would you like the booking to be made for ?,-1,-1,dict_keys(['Booking-Request'])
11058,459,12,1,monday,2,1,dict_keys([])
11059,459,13,2,None is not available . What day would you like to book ?,-1,-1,"dict_keys(['Booking-Request', 'Booking-NoBook'])"
11060,459,14,1,monday,2,1,dict_keys([])
11061,459,15,2,"Sorry , but none is all booked. Let 's decide on none . Unfortunately , that appears to already be booked . Do you want to try one of the others ?",-1,-1,dict_keys(['Booking-NoBook'])
11062,459,16,1,i want to book a table for 5 people 18:15 on monday on sala thong,2,1,dict_keys([])
11063,459,17,2,I booked you at sala thong. Did you need to book the sala thong ? Did you need any further assistance today ?,-1,-1,"dict_keys(['general-reqmore', 'Booking-Book', 'Booking-Inform'])"
11064,459,18,1,thank you,6,2,dict_keys([])
11065,459,19,2,Okay ! Glad I could help . Enjoy your stay .,-1,-1,dict_keys(['general-welcome'])
11066,460,0,1,looking for sitar tandoori,0,0,dict_keys([])
11067,460,1,2,They are located at 43 High Street Cherry Hinton Cherry Hinton. Their phone number is 01223249955.,-1,-1,dict_keys(['Restaurant-Inform'])
11068,460,2,1,what is their postcode,0,0,dict_keys([])
11069,460,3,2,The post code is cb19hx .,-1,-1,dict_keys(['Restaurant-Inform'])
11070,460,4,1,Also at least a 2 star hotel,0,0,dict_keys([])
11071,460,5,2,How about ashley hotel ? It has all the attributes you requested and a great name !.,-1,-1,dict_keys(['Hotel-Recommend'])
11072,460,6,1,Does have free parking and wifi,0,0,dict_keys([])
11073,460,7,2,It offers free parking .,-1,-1,dict_keys(['Hotel-Inform'])
11074,460,8,1,how about free wifi,2,1,dict_keys([])
11075,460,9,2,There is wifi available at the hotel . You can try none.,-1,-1,dict_keys(['Hotel-Inform'])
11076,460,10,1,what is ashley hotels rating,0,0,dict_keys([])
11077,460,11,2,Their phone number is none . Its listed as none . It is a none .,-1,-1,dict_keys(['Hotel-Inform'])
11078,460,12,1,is ashley hote is 2 star hotel,2,1,dict_keys([])
11079,460,13,2,"Okay , how about none ? The phone number is none . It is rated none stars , is that okay ? It is a none .",-1,-1,dict_keys(['Hotel-Inform'])
11080,460,14,1,2 star hotel,2,1,dict_keys([])
11081,460,15,2,Everyone seems to enjoy the none .,-1,-1,dict_keys(['Hotel-Recommend'])
11082,460,16,1,I need to book a taxi at sitar tandoori to arrive at ashley by 18.00,0,0,dict_keys([])
11083,460,17,2,"Let 's decide on none . Unfortunately , that appears to already be booked . Do you want to try one of the others ? Is there anything else I can help you with ?",-1,-1,"dict_keys(['general-reqmore', 'Booking-NoBook'])"
11084,460,18,1,taxi,2,1,dict_keys([])
11085,460,19,2,Do you prefer none name ?,-1,-1,dict_keys(['Hotel-Select'])
11086,460,20,1,taxi at sitar tandoori at 17.00,2,1,dict_keys([])
11087,460,21,2,I will book it for you and get a reference number ? How about none ? It is a none .,-1,-1,"dict_keys(['Booking-Inform', 'Hotel-Inform'])"
11088,460,22,1,what type of car and contact phone number,0,0,dict_keys([])
11089,460,23,2,Internet is available . How about none ? Their phone number is none . It is a none . You are welcome . Is there anything else I can help you with today ?,-1,-1,"dict_keys(['general-reqmore', 'Hotel-Inform'])"
11090,460,24,1,thanks,2,1,dict_keys([])
11091,460,25,2,Is there anything else I can help you with today ?,-1,-1,dict_keys(['general-reqmore'])
11092,461,0,1,I'm looking for a place to stay. The hotel should be in the moderate price range. The hotel should be in the centre. The hotel does not need to include free wifi.,0,0,dict_keys([])
11093,461,1,2,I have 5 different options for you !. It has wifi . It is a guesthouse . Would alexander bed and breakfast work for you ?,-1,-1,"dict_keys(['Hotel-Inform', 'Hotel-Recommend'])"
11094,461,2,1,May i know the phone number ?,0,0,dict_keys([])
11095,461,3,2,Sorry about that ! how about alexander bed and breakfast ? The phone number is 01223525725 .,-1,-1,dict_keys(['Hotel-Inform'])
11096,461,4,1,I'm  seeing local tourist attractions. The attraction should be in the type of entertainment. The attraction should be in the centre.,0,0,dict_keys([])
11097,461,5,2,No such attractions in none. Unfortunately I can not find anything strictly categorized as none in that area can you provide more specifications ?,-1,-1,dict_keys(['Attraction-NoOffer'])
11098,461,6,1,how about one in the east area.,0,0,dict_keys([])
11099,461,7,2,"There are none in the none . Perhaps another criteria change ? I ca n't find any none that fit your criteria , i ' m sorry .",-1,-1,dict_keys(['Hotel-NoOffer'])
11100,461,8,1,how about one in the east area.,2,1,dict_keys([])
11101,461,9,2,"It is located in none. None is available , would that work for you ? Do you have an area of town you prefer ? What cuisine are you interested in ?",-1,-1,"dict_keys(['Restaurant-Request', 'Attraction-Inform'])"
11102,461,10,1,I'm seeing local tourist attractions. The attraction should be in the type of entertainment. The attraction should be in the centre.,2,1,dict_keys([])
11103,461,11,2,"Sorry about that , there are actually 0 . It 's a none attraction . Which part of town would you prefer ?",-1,-1,"dict_keys(['Attraction-Request', 'Attraction-Inform'])"
11104,461,12,1,"Okay,  how about one in the east area.",2,1,dict_keys([])
11105,461,13,2,I ' ve found 2 places for you to go . Do you have any specific ideas in mind ? I think a fun place to visit is cherry hinton hall and grounds . Is there anything else I can help you with today ?,-1,-1,"dict_keys(['general-reqmore', 'Attraction-Inform'])"
11106,461,14,1,May i know the address ?,0,0,dict_keys([])
11107,461,15,2,It is on cherry hinton road . Is there anything else I can help you with today ?,-1,-1,"dict_keys(['general-reqmore', 'Attraction-Inform'])"
11108,461,16,1,Okay thanks ,6,2,dict_keys([])
11109,461,17,2,Okay ! Glad I could help . Enjoy your stay .,-1,-1,dict_keys(['general-welcome'])
11110,462,0,1,i am looking train to bishops stortford,0,0,dict_keys([])
11111,462,1,2,The name is none . Is there anything else I can help you with ?,-1,-1,"dict_keys(['general-reqmore', 'Police-Inform'])"
11112,462,2,1,i am looking train to bishops stortford,2,1,dict_keys([])
11113,462,3,2,Did you need any further assistance today ?,-1,-1,dict_keys(['general-reqmore'])
11114,462,4,1,yes,2,1,dict_keys([])
11115,462,5,2,,-1,-1,dict_keys([])
11116,462,6,1,i am looking train to bishops stortford,2,1,dict_keys([])
11117,462,7,2,There are 2828 . It departs from cambridge . The booking is for arriving in london kings cross . Where will you be leaving from ? Departure time in mind ?,-1,-1,"dict_keys(['Train-Request', 'Train-Inform'])"
11118,462,8,1,cambridge,0,0,dict_keys([])
11119,462,9,2,"Can you tell me what day you would like to travel , please ?",-1,-1,dict_keys(['Train-Request'])
11120,462,10,1,sunday,0,0,dict_keys([])
11121,462,11,2,When would you like to leave by ?,-1,-1,dict_keys(['Train-Request'])
11122,462,12,1,afternoon by2,0,0,dict_keys([])
11123,462,13,2,How many tickets would you like me to book ?,-1,-1,dict_keys(['Train-Request'])
11124,462,14,1,1,0,0,dict_keys([])
11125,462,15,2,The reference number is 00000060 . Is there anything else I can help you with ?,-1,-1,"dict_keys(['general-reqmore', 'Train-Inform'])"
11126,462,16,1,what is the train id,0,0,dict_keys([])
11127,462,17,2,Where are you heading to ?,-1,-1,dict_keys(['Train-Request'])
11128,462,18,1,bishops stortford,0,0,dict_keys([])
11129,462,19,2,I have 404 trains that meet your criteria . It departs from cambridge . The booking is for arriving in london kings cross . Ok I will book that for you and get you a confirmation number.,-1,-1,"dict_keys(['Train-OfferBook', 'Train-Inform'])"
11130,462,20,1,"ok, thats great.",6,2,dict_keys([])
11131,462,21,2,There is a train arriving at 05:00 would you like me to book tickets for that one ?,-1,-1,dict_keys(['Train-OfferBook'])
11132,462,22,1,no ,0,0,dict_keys([])
11133,462,23,2,Want me to book 1 ?,-1,-1,dict_keys(['Booking-Inform'])
11134,462,24,1,i need to book at 14.30,0,0,dict_keys([])
11135,462,25,2,You are welcome . Is there anything else I can help you with today ?,-1,-1,dict_keys(['general-reqmore'])
11136,463,0,1,is there any local restaurant,0,0,dict_keys([])
11137,463,1,2,,-1,-1,dict_keys([])
11138,463,2,1,the restaurant should serve french food,2,1,dict_keys([])
11139,463,3,2,I will go ahead and book that now . It is at 22 Chesterton Road Chesterton. How about restaurant two two ?,-1,-1,"dict_keys(['Booking-Inform', 'Restaurant-Inform'])"
11140,463,4,1,the restaurant should serve french food,2,1,dict_keys([])
11141,463,5,2,,-1,-1,dict_keys([])
11142,463,6,1,the restaurant should serve french food  is there any local restaurant  Welcome to the dialogue system. How can I help you?,2,1,dict_keys([])
11143,463,7,2,,-1,-1,dict_keys([])
11144,463,8,1,french food available,2,1,dict_keys([])
11145,463,9,2,,-1,-1,dict_keys([])
11146,463,10,1,is there any local restaurant?,2,1,dict_keys([])
11147,463,11,2,Is there anything else I can help you with today ?,-1,-1,dict_keys(['general-reqmore'])
11148,463,12,1,finding a local restaurant,2,1,dict_keys([])
11149,463,13,2,,-1,-1,dict_keys([])
11150,463,14,1,postcode,2,1,dict_keys([])
11151,463,15,2,Can I make a reservation for you ? The postcode is cb43ax .,-1,-1,"dict_keys(['Booking-Inform', 'Restaurant-Inform'])"
11152,464,0,1,I am looking for an architecture in the east,0,0,dict_keys([])
11153,464,1,2,"They are located within the none . We have 0 options , can i reccomend for you ? What part of town would you like it.",-1,-1,"dict_keys(['Attraction-Request', 'Attraction-Inform'])"
11154,464,2,1,Is there a swimming pool?,0,0,dict_keys([])
11155,464,3,2,They are located within the east . Abbey pool and astroturf pitch is popular among visitors . Absolutely . There are some wonderful swimmingpool in that area .,-1,-1,dict_keys(['Attraction-Inform'])
11156,464,4,1,how much is the entrance fee for Abbey pool?,0,0,dict_keys([])
11157,464,5,2,The park is ? . The phone number is 01223902088 . Its postcode is cb58nt .,-1,-1,dict_keys(['Attraction-Inform'])
11158,464,6,1,what is the price?,2,1,dict_keys([])
11159,464,7,2,,-1,-1,dict_keys([])
11160,464,8,1,price Abbeu pool,2,1,dict_keys([])
11161,464,9,2,I think a fun place to visit is abbey pool and astroturf pitch .,-1,-1,dict_keys(['Attraction-Inform'])
11162,464,10,1,how much does Abbey pool cost?,2,1,dict_keys([])
11163,464,11,2,Abbey pool and astroturf pitch is popular among visitors .,-1,-1,dict_keys(['Attraction-Inform'])
11164,464,12,1,price range,2,1,dict_keys([])
11165,464,13,2,"I think a fun place to visit is abbey pool and astroturf pitch . Here is the phone number , 01223902088 .",-1,-1,dict_keys(['Attraction-Inform'])
11166,464,14,1,entrance fee,2,1,dict_keys([])
11167,464,15,2,The entry fee is ? .,-1,-1,dict_keys(['Attraction-Inform'])
11168,464,16,1,turkish food moderate price range,0,0,dict_keys([])
11169,464,17,2,I have 3 different restaurants I can give you some information for . They are all pretty good . You are welcome . Is there anything else I can help you with today ?,-1,-1,"dict_keys(['general-reqmore', 'Restaurant-Inform'])"
11170,464,18,1,in the centre,2,1,dict_keys([])
11171,464,19,2,It is located in the centre . I would suggest meze bar . Their number is none . It 's in the expensive price range .,-1,-1,dict_keys(['Restaurant-Recommend'])
11172,464,20,1,postcode,2,1,dict_keys([])
11173,464,21,2,Meze bar looks like a good place .,-1,-1,dict_keys(['Restaurant-Inform'])
11174,464,22,1,postcode,2,1,dict_keys([])
11175,464,23,2,What day would you like to book ?,-1,-1,dict_keys(['Booking-Request'])
11176,464,24,1,post code meze bar,2,1,dict_keys([])
11177,464,25,2,Would you like to try meze bar ? Is there anything else I can help you with ?,-1,-1,"dict_keys(['general-reqmore', 'Restaurant-Inform'])"
11178,464,26,1,meze bar postcode,2,1,dict_keys([])
11179,464,27,2,The post code is cb13nf . Did you need any further assistance today ?,-1,-1,"dict_keys(['general-reqmore', 'Restaurant-Inform'])"
11180,465,0,1,"hello, i'm looking for churchill college attraction",0,0,dict_keys([])
11181,465,1,2,You 're all booked . Did you need any further assistance today ?,-1,-1,"dict_keys(['Booking-Book', 'general-reqmore'])"
11182,465,2,1,i want to know about entrance fee of churchill college,0,0,dict_keys([])
11183,465,3,2,The park is free . The phone number is 01223336233 . Is there anything else I can help you with today ?,-1,-1,"dict_keys(['general-reqmore', 'Attraction-Inform'])"
11184,465,4,1,i'm looking for churchill college tourist attraction,2,1,dict_keys([])
11185,465,5,2,The phone number is 01223336233 . Did you need any further assistance today ?,-1,-1,"dict_keys(['general-reqmore', 'Attraction-Inform'])"
11186,465,6,1,what is the address of churchill college?,0,0,dict_keys([])
11187,465,7,2,Storey's way is the address. Is there anything else I can help you with today ?,-1,-1,"dict_keys(['general-reqmore', 'Attraction-Inform'])"
11188,465,8,1,i want to know about the entrance fee of churchill college,0,0,dict_keys([])
11189,465,9,2,You are welcome . Is there anything else I can help you with today ?,-1,-1,dict_keys(['general-reqmore'])
11190,465,10,1,i want to know about the entrance fee of churchill college,2,1,dict_keys([])
11191,465,11,2,Their entrance fee is free by our system currently . Is there anything else I can help you with today ?,-1,-1,"dict_keys(['general-reqmore', 'Attraction-Inform'])"
11192,465,12,1,"i'm looking for a train, leaving on sunday, going to cambridge",0,0,dict_keys([])
11193,465,13,2,There are 404 total trips available to you. The train is for sunday you are all set. Is there a time you need to arrive by ? What station would you like to arrive at ?,-1,-1,"dict_keys(['Train-Request', 'Train-Inform'])"
11194,465,14,1,"departing from london kings cross, after 11:15",0,0,dict_keys([])
11195,465,15,2,The train ID is TR7423 . There is a train meeting your criteria and is leaving at 05:00 .,-1,-1,dict_keys(['Train-Inform'])
11196,465,16,1,i want to book the train TR7423 for 5 people,0,0,dict_keys([])
11197,465,17,2,The travel time for the trip is 51 minutes one way .,-1,-1,dict_keys(['Train-Inform'])
11198,465,18,1,i want to book the train TR7423 for 5 people,0,0,dict_keys([])
11199,465,19,2,,-1,-1,dict_keys([])
11200,465,20,1,i want to book the train TR7423 for 5 people,2,1,dict_keys([])
11201,465,21,2,Where are you heading to ?,-1,-1,dict_keys(['Train-Request'])
11202,465,22,1,i want to book the train TR7423 for 5 people,2,1,dict_keys([])
11203,465,23,2,It leaves at 05:00.,-1,-1,dict_keys(['Train-Inform'])
11204,465,24,1,i want to book the train TR7423 for 5 people,2,1,dict_keys([])
11205,465,25,2,"I ' ve booked your train tickets , and your reference number is 00000060. Booking was successful , the total fee is 18.88 pounds payable at the station . Is there anything else I can help you with ?",-1,-1,"dict_keys(['general-reqmore', 'Train-OfferBooked'])"
11206,465,26,1,thank you,6,2,dict_keys([])
11207,465,27,2,Thank you for using our services .,-1,-1,dict_keys(['general-greet'])
11208,466,0,1," 105/5000 hello, I'm really looking forward to getting to know the local cuisine. Introduce me restaurants at a low cost",0,0,dict_keys([])
11209,466,1,2,Is there anything else I can help you with ?,-1,-1,dict_keys(['general-reqmore'])
11210,466,2,1,"hello, I'm really looking forward to getting to know the local cuisine. Introduce me restaurants at a low cost",2,1,dict_keys([])
11211,466,3,2,What type of food would you like ?,-1,-1,dict_keys(['Restaurant-Request'])
11212,466,4,1,Indian restaurants near my location,0,0,dict_keys([])
11213,466,5,2,How about curry garden ?,-1,-1,dict_keys(['Restaurant-Inform'])
11214,466,6,1,"can be, make me a reservation at 14:45 this Saturday for 4 people",0,0,dict_keys([])
11215,466,7,2,Booking was unsuccessful do you have any other preference ? What time would you prefer ? Did you need any further assistance today ?,-1,-1,"dict_keys(['Booking-NoBook', 'Booking-Request', 'general-reqmore'])"
11216,466,8,1,try to book the reservation for Saturday at 13:45 of that Saturday for 4 people.,0,0,dict_keys([])
11217,466,9,2,Unfortunately the booking was not successful . What time should I make the reservation for ?,-1,-1,"dict_keys(['Booking-NoBook', 'Booking-Request'])"
11218,466,10,1,the reservation must be made at 13:45,2,1,dict_keys([])
11219,466,11,2,Did you need any further assistance today ?,-1,-1,dict_keys(['general-reqmore'])
11220,466,12,1,no,2,1,dict_keys([])
11221,466,13,2,Can I make a reservation for you ? It is located in the centre . I would suggest curry garden .,-1,-1,"dict_keys(['Booking-Inform', 'Restaurant-Inform', 'Restaurant-Recommend'])"
11222,466,14,1,yes,0,0,dict_keys([])
11223,466,15,2,Their phone number is 01223302330 .,-1,-1,dict_keys(['Restaurant-Inform'])
11224,466,16,1,thank you,6,2,dict_keys([])
11225,466,17,2,Is there anything else I can help you with today ?,-1,-1,dict_keys(['general-reqmore'])
11226,467,0,1,i want to book a train ticket going to ely,0,0,dict_keys([])
11227,467,1,2,I have a train leaving at 05:00 would that be okay ?,-1,-1,dict_keys(['Train-Inform'])
11228,467,2,1,what about 09:15?,0,0,dict_keys([])
11229,467,3,2,The booking is for arriving in london kings cross . There is a train meeting your criteria and is leaving at 05:00 . Is there anything else I can help you with today ?,-1,-1,"dict_keys(['general-reqmore', 'Train-Inform'])"
11230,467,4,1,i want to book a train going to ely departing from cambridge at 09:15 on monday,0,0,dict_keys([])
11231,467,5,2,The train ID is TR7075 . I have a train leaving at 05:00 would that be okay ? Did you want reservations ?,-1,-1,"dict_keys(['Train-OfferBook', 'Train-Inform'])"
11232,467,6,1,what is the travel time?,0,0,dict_keys([])
11233,467,7,2,That would be 51 minutes .,-1,-1,dict_keys(['Train-Inform'])
11234,467,8,1,can you book it for me?,0,0,dict_keys([])
11235,467,9,2,It should arrive by 05:51. You are welcome . Is there anything else I can help you with today ?,-1,-1,"dict_keys(['general-reqmore', 'Train-Inform'])"
11236,467,10,1,thank you,6,2,dict_keys([])
11237,467,11,2,I ' m happy to have been able to help you today .,-1,-1,dict_keys(['general-greet'])
11238,468,0,1,aylesbray lodge guest house.,0,0,dict_keys([])
11239,468,1,2,The phone is 01223358966 .,-1,-1,dict_keys(['Police-Inform'])
11240,468,2,1,address,0,0,dict_keys([])
11241,468,3,2,"Yes , I would suggest aylesbray lodge guest house. You are more than welcome !.",-1,-1,"dict_keys(['general-greet', 'Hotel-Recommend'])"
11242,468,4,1,the attraction should be in the east,0,0,dict_keys([])
11243,468,5,2,,-1,-1,dict_keys([])
11244,468,6,1,address,2,1,dict_keys([])
11245,468,7,2,Thank you for using our services . You are welcome . Is there anything else I can help you with today ?,-1,-1,"dict_keys(['general-greet', 'general-reqmore'])"
11246,468,8,1,yes,0,0,dict_keys([])
11247,468,9,2,I have various attractions all over town . Is there a specific area you are wanting to find something to do ?,-1,-1,dict_keys(['Attraction-Request'])
11248,468,10,1,east,0,0,dict_keys([])
11249,468,11,2,It 's considered a swimmingpool . Do you prefer swimmingpool type ?,-1,-1,"dict_keys(['Attraction-Inform', 'Attraction-Select'])"
11250,468,12,1,yes,0,0,dict_keys([])
11251,468,13,2,Do you prefer swimmingpool type ?,-1,-1,dict_keys(['Attraction-Select'])
11252,468,14,1,list ,0,0,dict_keys([])
11253,468,15,2,,-1,-1,dict_keys([])
11254,468,16,1,type list,2,1,dict_keys([])
11255,468,17,2,The name is none . Is there anything else I can help you with ?,-1,-1,"dict_keys(['general-reqmore', 'Police-Inform'])"
11256,468,18,1,yes,0,0,dict_keys([])
11257,468,19,2,,-1,-1,dict_keys([])
11258,468,20,1,postcode,0,0,dict_keys([])
11259,468,21,2,"Abbey pool and astroturf pitch is available , would that work for you ? I ' m happy to have been able to help you today .",-1,-1,"dict_keys(['general-greet', 'Attraction-Inform'])"
11260,468,22,1,yes,0,0,dict_keys([])
11261,468,23,2,The phone number is 01223240089 . You are welcome . Is there anything else I can help you with today ?,-1,-1,"dict_keys(['general-reqmore', 'Hotel-Inform'])"
